Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
5/19/2012 22:00,11.6,-3.2,68,13,24.1,101.85,Mainly Clear
5/19/2012 23:00,17.9,15.1,68,19,24.1,99.14,Mostly Cloudy
5/19/2012 3:00,21,17.5,69,11,24.1,100.83,Cloudy
5/19/2012 4:00,17.5,16.2,69,0,25,100.42,Mainly Clear
5/19/2012 5:00,18.8,13.9,69,4,24.1,100.61,Mainly Clear
5/19/2012 6:00,23.2,10.2,70,20,24.1,101.14,Mainly Clear
5/19/2012 7:00,16.5,12.6,70,13,48.3,101.39,Mainly Clear
5/19/2012 8:00,-7,-9.7,70,7,16.1,101.61,Cloudy
5/19/2012 9:00,13.9,8.5,70,13,24.1,101.64,Mostly Cloudy
5/20/2012 0:00,24.2,7,70,4,48.3,101.7,Clear
5/20/2012 1:00,1.5,-0.7,70,20,8,99.72,Snow
5/20/2012 10:00,2.3,-0.9,70,15,25,99.76,Mostly Cloudy
5/20/2012 11:00,19.5,14,70,6,48.3,100.38,Mainly Clear
5/20/2012 12:00,2.6,-5.6,71,13,24.1,101.09,Mostly Cloudy
5/20/2012 13:00,17.6,12.1,71,13,25,101.22,Mostly Cloudy
5/20/2012 14:00,22.5,16.6,71,6,24.1,101.34,Mainly Clear
5/20/2012 15:00,-5.4,-8.3,71,28,4.8,101.5,Snow
5/20/2012 16:00,27.5,17.5,71,0,48.3,101.68,Mainly Clear
5/20/2012 17:00,20.7,15.3,71,15,25,101.97,Cloudy
5/20/2012 18:00,21.3,8.4,71,19,48.3,102.74,Mainly Clear
5/20/2012 19:00,25.3,7.4,71,9,48.3,102.83,Mainly Clear
5/20/2012 2:00,2.1,-1,71,6,25,100.75,Mainly Clear
5/20/2012 20:00,2.1,-2.3,72,20,24.1,100.92,Cloudy
5/20/2012 21:00,23.8,7.2,72,17,48.3,100.96,Cloudy
5/20/2012 22:00,7.2,-11.3,72,24,48.3,102.42,Clear
5/20/2012 23:00,24.2,19.3,72,19,25,99.33,Clear
5/20/2012 3:00,4.6,-7.4,72,6,48.3,100.74,Clear
5/20/2012 4:00,13,8.5,73,11,16.1,101.33,Mostly Cloudy
5/20/2012 5:00,17.6,11.2,73,15,48.3,101.53,Mainly Clear
5/20/2012 6:00,15.8,14.4,74,24,19.3,100.92,Rain Showers
5/20/2012 7:00,20.9,4,75,11,48.3,100.7,Mostly Cloudy
5/20/2012 8:00,23.6,13,75,15,48.3,100.76,Mainly Clear
5/20/2012 9:00,-3.1,-6.4,75,13,25,101.17,Mostly Cloudy
5/21/2012 0:00,25,10.7,75,15,48.3,101.19,Mainly Clear
5/21/2012 1:00,7.1,4.1,76,6,24.1,101.14,Mainly Clear
5/21/2012 10:00,18.5,13.3,77,6,25,100.19,Clear
5/21/2012 11:00,11,9.7,77,13,16.1,100.54,Rain
5/21/2012 12:00,21.8,15.9,77,11,25,101.45,Mostly Cloudy
5/21/2012 13:00,0.5,-7.2,78,24,25,100.24,Cloudy
5/21/2012 14:00,20,12.6,78,15,48.3,100.28,Mostly Cloudy
5/21/2012 15:00,-5,-8.2,78,7,48.3,100.32,Mostly Cloudy
5/21/2012 16:00,18.7,13.8,79,19,24.1,100.68,Cloudy
5/21/2012 17:00,23,14.3,79,11,25,101.29,Mainly Clear
5/21/2012 18:00,12.5,10.3,80,7,16.1,101.62,Rain
5/21/2012 19:00,19.6,10.6,80,13,48.3,101.64,Mainly Clear
5/21/2012 2:00,22.1,13.8,80,20,48.3,101.83,Mostly Cloudy
5/21/2012 20:00,1.1,-8.8,80,19,48.3,100.47,Clear
5/21/2012 21:00,12.2,10.2,80,4,25,101.08,Mainly Clear
5/21/2012 22:00,8.4,5.2,81,9,25,101.62,Clear
5/21/2012 23:00,-1,-7,81,11,48.3,100.82,Clear
5/21/2012 3:00,11.3,11.1,81,15,8,101.63,"Rain,Fog"
5/21/2012 4:00,-5.8,-8.3,81,9,4,101.83,"Freezing Drizzle,Haze"
5/21/2012 5:00,15.3,12.2,82,0,24.1,102.08,Cloudy
5/21/2012 6:00,8.4,6.9,82,9,25,101.13,Clear
5/21/2012 7:00,-6.1,-7.4,82,4,9.7,101.6,Fog
5/21/2012 8:00,-10.5,-13,82,6,25,101.6,Mostly Cloudy
5/21/2012 9:00,29.6,19.7,83,20,24.1,101.43,Cloudy
5/22/2012 0:00,1.5,-2.2,83,4,19.3,101.7,Snow
5/22/2012 1:00,24.3,5.6,84,11,48.3,100.57,Cloudy
5/22/2012 10:00,-8.9,-14.6,84,22,24.1,100.58,Cloudy
5/22/2012 11:00,21.4,8.5,84,11,48.3,101.29,Mainly Clear
5/22/2012 12:00,-4.6,-12.5,84,11,24.1,101.29,Mainly Clear
5/22/2012 13:00,13.9,12,85,6,25,100.64,Clear
5/22/2012 14:00,15.2,9,85,15,24.1,101.49,Mostly Cloudy
5/22/2012 15:00,-3.1,-5.5,86,4,25,100.5,Clear
5/22/2012 16:00,18.3,14.1,86,9,25,101.05,Clear
5/22/2012 17:00,0.8,0,87,17,19.3,101.85,Cloudy
5/22/2012 18:00,19.7,9.4,87,7,25,99.59,Mainly Clear
5/22/2012 19:00,20.5,17.2,87,7,25,99.72,Mainly Clear
5/22/2012 2:00,-10.3,-17.6,87,28,48.3,101.26,Mainly Clear
5/22/2012 20:00,23.5,11.7,88,9,48.3,100.92,Mainly Clear
5/22/2012 21:00,15.7,12.5,88,13,24.1,101.14,Cloudy
5/22/2012 22:00,9.7,-1.7,89,26,48.3,101.82,Mostly Cloudy
5/22/2012 23:00,14.6,12.6,89,4,25,99.87,Clear
5/22/2012 3:00,21.4,17.4,89,4,25,100.86,Cloudy
5/22/2012 4:00,-7.5,-12.1,90,11,19.3,101.9,Snow
5/22/2012 5:00,10.8,-1,91,19,25,100.74,Rain Showers
5/22/2012 6:00,18,12.4,92,7,48.3,100.1,Mainly Clear
5/22/2012 7:00,-4.6,-6.9,92,0,25,100.65,Clear
5/22/2012 8:00,5.4,2,92,22,24.1,100.8,Drizzle
5/22/2012 9:00,22.2,16.9,94,7,19.3,100.32,Mostly Cloudy
5/23/2012 0:00,10.1,5.9,94,30,24.1,100.81,Cloudy
5/23/2012 1:00,17.3,11.5,95,22,48.3,101.31,Mostly Cloudy
5/23/2012 10:00,-3.9,-8.7,95,9,25,101.46,Clear
5/23/2012 11:00,2,-0.2,96,0,8,101.91,Snow
5/23/2012 12:00,-5.9,-7.8,97,41,1.6,100.88,"Snow,Blowing Snow"
5/23/2012 13:00,0.4,-2.2,24,7,12.9,100.49,Mostly Cloudy
5/23/2012 14:00,15.9,6.4,27,26,48.3,100.95,Mainly Clear
5/23/2012 15:00,-5.1,-10.4,28,11,24.1,101.49,Clear
5/23/2012 16:00,24.9,5.7,29,17,48.3,101.75,Cloudy
5/23/2012 17:00,-1.8,-9.4,29,6,48.3,101.95,Mainly Clear
5/23/2012 18:00,16.3,14,32,20,25,100.71,Cloudy
5/23/2012 19:00,13.8,11.1,33,19,24.1,100.87,Mostly Cloudy
5/23/2012 2:00,22.6,19.6,35,7,25,102.35,Mainly Clear
5/23/2012 20:00,3,-2.2,36,19,24.1,100.62,Mostly Cloudy
5/23/2012 21:00,19.3,17.5,38,0,24.1,97.76,Cloudy
5/23/2012 22:00,1.1,-3.6,40,32,25,101.06,Cloudy
5/23/2012 23:00,23,12.8,40,15,48.3,101.46,Mainly Clear
5/23/2012 3:00,23,8.9,41,11,25,99.11,Clear
5/23/2012 4:00,23.5,15.3,41,6,25,100.15,Mainly Clear
5/23/2012 5:00,1.4,-7.7,41,6,25,100.24,Mainly Clear
5/23/2012 6:00,2.9,-0.9,44,19,25,99.6,Cloudy
5/23/2012 7:00,4.9,2.2,44,17,8,100.27,Haze
5/23/2012 8:00,7.8,-3.2,46,13,25,101.61,Mainly Clear
5/23/2012 9:00,-1.7,-7.8,46,11,25,99.29,Clear
5/24/2012 0:00,8.7,6.1,47,35,25,100.3,Cloudy
5/24/2012 1:00,22.4,18.3,47,9,25,101.16,Mostly Cloudy
5/24/2012 10:00,-10.4,-13.8,48,9,25,101.67,Clear
5/24/2012 11:00,8.5,1.9,49,9,48.3,100.57,Clear
5/24/2012 12:00,17.3,7.3,49,6,25,100.65,Mainly Clear
5/24/2012 13:00,13.5,7.7,50,19,25,100.19,Rain Showers
5/24/2012 14:00,18.2,15.4,50,15,24.1,100.55,Cloudy
5/24/2012 15:00,3.1,1.3,51,15,12.9,101.12,Rain
5/24/2012 16:00,12,8.3,51,9,24.1,101.73,Mainly Clear
5/24/2012 17:00,26.5,18.9,52,11,24.1,101.04,Cloudy
5/24/2012 18:00,0.1,-5.3,53,24,48.3,100.43,Cloudy
5/24/2012 19:00,0.1,-3.6,53,4,25,100.47,Mostly Cloudy
5/24/2012 2:00,4.8,2.3,53,15,25,100.72,Drizzle
5/24/2012 20:00,-0.3,-2.6,53,9,19.3,100.76,Clear
5/24/2012 21:00,2.9,-8.1,54,15,48.3,101.34,Mainly Clear
5/24/2012 22:00,17.7,12.6,54,17,24.1,99.45,Cloudy
5/24/2012 23:00,12.8,2.3,54,4,48.3,99.86,Clear
5/24/2012 3:00,4.1,0.9,55,20,25,100.9,Mostly Cloudy
5/24/2012 4:00,-0.4,-4.5,55,4,25,101.2,Mostly Cloudy
5/24/2012 5:00,26.4,14.7,56,9,24.1,100.07,Mainly Clear
5/24/2012 6:00,10.4,6.6,56,11,48.3,100.2,Mainly Clear
5/24/2012 7:00,5.5,2.6,56,20,24.1,100.93,Drizzle
5/24/2012 8:00,16.4,9.7,57,13,25,101.58,Clear
5/24/2012 9:00,17.5,9.2,57,6,25,101.86,Clear
5/25/2012 0:00,4.7,-8,58,6,48.3,102.13,Mostly Cloudy
5/25/2012 1:00,-3.4,-8,58,26,25,102.42,Clear
5/25/2012 10:00,4.3,1.9,58,17,25,100.14,Mostly Cloudy
5/25/2012 11:00,21.4,6.3,58,13,48.3,101.15,Mostly Cloudy
5/25/2012 12:00,-1.6,-3.6,59,4,25,101.68,Mostly Cloudy
5/25/2012 13:00,23.1,11.9,59,20,25,101.71,Clear
5/25/2012 14:00,18.5,13,60,11,48.3,99.33,Mainly Clear
5/25/2012 15:00,-14.2,-21.1,62,13,24.1,101.88,Mostly Cloudy
5/25/2012 16:00,10.9,1.8,62,19,25,99.64,Clear
5/25/2012 17:00,-9.5,-16.8,62,17,25,100.94,Mostly Cloudy
5/25/2012 18:00,5.2,-0.6,62,17,24.1,101.55,Mainly Clear
5/25/2012 19:00,-12.4,-17.4,63,19,25,101.95,Mainly Clear
5/25/2012 2:00,11.8,6.4,63,7,48.3,101.52,Mostly Cloudy
5/25/2012 20:00,22.8,18.8,64,13,25,101.9,"Thunderstorms,Rain Showers"
5/25/2012 21:00,13.3,11.3,64,11,3.6,102.34,"Drizzle,Fog"
5/25/2012 22:00,-3.1,-5,64,4,24.1,100.65,Cloudy
5/25/2012 23:00,27.3,17.4,64,4,48.3,101.85,Mainly Clear
5/25/2012 3:00,9.5,2.6,65,9,25,100.41,Mainly Clear
5/25/2012 4:00,2.9,-2.3,65,32,25,100.79,Mostly Cloudy
5/25/2012 5:00,-1,-6.2,65,0,25,101.36,Clear
5/25/2012 6:00,23.4,11.4,65,19,48.3,101.97,Mostly Cloudy
5/25/2012 7:00,17,12.8,66,17,24.1,100.74,Cloudy
5/25/2012 8:00,25.6,9.6,66,19,48.3,101.93,Mainly Clear
5/25/2012 9:00,-2.4,-6.5,67,20,25,100.83,Cloudy
5/26/2012 0:00,16.6,12.5,67,7,25,101.32,Mainly Clear
5/26/2012 1:00,-5.3,-7.9,67,19,2.8,102.07,Snow
5/26/2012 10:00,14.2,9.4,67,48,24.1,102.12,Cloudy
5/26/2012 11:00,-5.7,-12.8,68,9,48.3,100.25,Clear
5/26/2012 12:00,24.3,18.9,68,19,24.1,101.69,Mostly Cloudy
5/26/2012 13:00,-11.7,-17.2,68,20,48.3,99.67,Mainly Clear
5/26/2012 14:00,9,5.6,68,11,48.3,100.71,Clear
5/26/2012 15:00,3.6,2.4,69,6,25,101.22,Clear
5/26/2012 16:00,4,0.7,70,19,25,101.21,Cloudy
5/26/2012 17:00,20.4,13.7,70,15,48.3,101.31,Mainly Clear
5/26/2012 18:00,28.8,13.2,70,28,24.1,100.04,Mostly Cloudy
5/26/2012 19:00,0.8,-0.4,70,9,9.7,100.23,Fog
5/26/2012 2:00,7.8,4.4,71,15,24.1,101.58,Mainly Clear
5/26/2012 20:00,25.7,18.5,71,22,48.3,101.79,Mainly Clear
5/26/2012 21:00,21,19.8,71,0,25,101.82,Mainly Clear
5/26/2012 22:00,25.9,15.6,71,15,48.3,99.19,Mainly Clear
5/26/2012 23:00,3.2,2.1,71,11,8,99.8,"Rain,Fog"
5/26/2012 3:00,12.1,12,71,11,2.8,100.33,"Drizzle,Fog"
5/26/2012 4:00,5.3,-5.1,71,9,48.3,100.4,Clear
5/26/2012 5:00,2.1,-2.1,71,20,16.1,100.62,Snow Showers
5/26/2012 6:00,22,15,72,7,25,100.94,Mostly Cloudy
5/26/2012 7:00,7.5,4.4,72,28,25,101.97,Cloudy
5/26/2012 8:00,21.7,10,72,9,25,99.18,Mainly Clear
5/26/2012 9:00,-4.3,-5.4,73,35,1.2,101.21,Snow
5/27/2012 0:00,24.3,17.7,73,11,25,101.46,Mainly Clear
5/27/2012 1:00,26,16.9,73,17,24.1,101.65,Mostly Cloudy
5/27/2012 10:00,-5.8,-8.2,73,17,8,101.8,Freezing Rain
5/27/2012 11:00,13.3,6.6,73,0,25,102.1,Clear
5/27/2012 12:00,17.1,8.4,73,9,25,102.26,Clear
5/27/2012 13:00,6.7,0.2,73,19,48.3,100.25,Cloudy
5/27/2012 14:00,1.3,-7.5,74,11,25,101.13,Mainly Clear
5/27/2012 15:00,5.8,-5.2,75,9,25,100.81,Cloudy
5/27/2012 16:00,-5,-8.2,75,7,12.9,101.62,Snow
5/27/2012 17:00,-2.2,-5.5,75,11,25,101.76,Mostly Cloudy
5/27/2012 18:00,22.9,17.5,75,13,25,102.55,Mainly Clear
5/27/2012 19:00,16.6,12.9,76,11,48.3,100.33,Mainly Clear
5/27/2012 2:00,2.7,-7.3,77,13,25,100.43,Mostly Cloudy
5/27/2012 20:00,-4.5,-6.2,77,37,2,100.77,"Snow,Blowing Snow"
5/27/2012 21:00,-1.1,-5.2,77,22,25,101.42,Mostly Cloudy
5/27/2012 22:00,30.1,21.1,77,22,24.1,101.68,Cloudy
5/27/2012 23:00,5.9,3.7,77,6,24.1,101.83,Cloudy
5/27/2012 3:00,5.9,2.9,77,19,25,101.85,Cloudy
5/27/2012 4:00,17,11.5,78,11,25,100.6,Clear
5/27/2012 5:00,-10.2,-16.3,78,11,9.7,100.83,Snow
5/27/2012 6:00,23.1,17.8,78,13,24.1,101.12,Cloudy
5/27/2012 7:00,3.9,2.4,78,7,25,101.35,Clear
5/27/2012 8:00,21.8,20.6,79,11,25,101.23,Mostly Cloudy
5/27/2012 9:00,-19.1,-23.3,79,0,25,101.49,Clear
5/28/2012 0:00,21.1,14.7,80,4,25,102.28,Cloudy
5/28/2012 1:00,-2.4,-7.8,80,6,24.1,100.74,Mostly Cloudy
5/28/2012 10:00,24,16.7,80,22,25,100.96,Mainly Clear
5/28/2012 11:00,-8.8,-15.8,80,11,48.3,101.28,Cloudy
5/28/2012 12:00,-4.4,-6.8,81,28,1,101.75,Snow
5/28/2012 13:00,6.6,4.2,81,22,25,101.24,Rain
5/28/2012 14:00,21.1,19.3,81,13,25,101.29,Mostly Cloudy
5/28/2012 15:00,7.9,-12,81,28,48.3,101.31,Clear
5/28/2012 16:00,0.6,-2.1,82,9,25,100.42,Snow
5/28/2012 17:00,8.4,6.2,82,9,25,102.09,Clear
5/28/2012 18:00,-3.5,-7.9,83,24,25,100.19,Clear
5/28/2012 19:00,-2,-9.1,83,7,25,100.73,Mainly Clear
5/28/2012 2:00,2.7,-1.5,84,32,24.1,100.5,Mostly Cloudy
5/28/2012 20:00,-10,-17.3,84,17,25,101.17,Cloudy
5/28/2012 21:00,8.6,-3.3,84,15,48.3,101.23,Mainly Clear
5/28/2012 22:00,-4.8,-8.3,84,13,19.3,101.29,Snow
5/28/2012 23:00,17.5,10.3,84,11,25,102.42,Clear
5/28/2012 3:00,11.9,8.7,85,19,25,97.93,Rain Showers
5/28/2012 4:00,9.8,5.5,85,17,25,99.75,Mainly Clear
5/28/2012 5:00,-3,-9.5,85,32,48.3,101.13,Mostly Cloudy
5/28/2012 6:00,0.8,-1.1,85,20,4.8,101.47,Fog
5/28/2012 7:00,27.3,16.7,86,24,24.1,99.1,Mostly Cloudy
5/28/2012 8:00,16.8,11.8,86,20,24.1,100.57,Mainly Clear
5/28/2012 9:00,2.7,-0.9,86,30,24.1,100.87,Rain
5/29/2012 0:00,21.8,10.3,86,4,48.3,101.16,Mostly Cloudy
5/29/2012 1:00,16.1,11,86,6,25,101.18,Mainly Clear
5/29/2012 10:00,3.6,-8.2,86,9,48.3,101.29,Mostly Cloudy
5/29/2012 11:00,32.2,20,86,26,24.1,101.42,Mainly Clear
5/29/2012 12:00,7.4,-10.5,86,24,48.3,101.42,Clear
5/29/2012 13:00,22.7,9.4,86,11,48.3,101.69,Mainly Clear
5/29/2012 14:00,-15.2,-22.1,87,30,24.1,102.71,Clear
5/29/2012 15:00,13.7,12.2,87,13,2.4,98.39,"Drizzle,Fog"
5/29/2012 16:00,0.8,-4.4,87,19,24.1,99.9,Cloudy
5/29/2012 17:00,-11,-14.2,87,13,24.1,100.76,Cloudy
5/29/2012 18:00,22.5,15.6,88,19,48.3,100.09,Mostly Cloudy
5/29/2012 19:00,-11.9,-19.3,88,24,25,100.27,Mostly Cloudy
5/29/2012 2:00,-10.8,-19.8,88,28,48.3,100.36,Mostly Cloudy
5/29/2012 20:00,9.3,1.3,88,33,24.1,101.18,Rain Showers
5/29/2012 21:00,19.6,11.9,89,7,48.3,102.52,Clear
5/29/2012 22:00,24.2,8.1,89,24,48.3,100.1,Mainly Clear
5/29/2012 23:00,8,6.2,90,9,9.7,101.22,"Rain,Fog"
5/29/2012 3:00,-13,-15.5,90,6,8,101.3,Fog
5/29/2012 4:00,2,-3.6,90,20,48.3,101.59,Mainly Clear
5/29/2012 5:00,23.3,19.9,90,4,25,100.54,Cloudy
5/29/2012 6:00,23.6,6.9,91,9,48.3,101.23,Mainly Clear
5/29/2012 7:00,22.5,16.6,92,4,48.3,101.18,Mainly Clear
5/29/2012 8:00,17.4,12.1,94,19,25,100.8,Cloudy
5/29/2012 9:00,-11.6,-13.5,95,13,25,100.98,Mainly Clear
5/30/2012 0:00,13.5,11.6,95,11,16.1,101.43,Mostly Cloudy
5/30/2012 1:00,-16.2,-23.2,97,15,25,100.62,Clear
5/30/2012 10:00,23.4,15.3,98,9,48.3,101.48,Mainly Clear
5/30/2012 11:00,-0.3,-3.4,18,7,48.3,98.58,Mostly Cloudy
5/30/2012 12:00,7.5,-3.5,22,4,25,100.11,Mostly Cloudy
5/30/2012 13:00,1.8,0.2,25,19,25,100.69,Mostly Cloudy
5/30/2012 14:00,-3,-10.4,26,11,48.3,100.81,Clear
5/30/2012 15:00,10.6,7.8,30,20,24.1,102.5,Mainly Clear
5/30/2012 16:00,6.7,6.6,31,11,8,100.3,Fog
5/30/2012 17:00,-1.5,-3.3,36,7,4.8,100.59,Fog
5/30/2012 18:00,-18,-21.6,38,6,25,101.69,Clear
5/30/2012 19:00,-1.3,-5.7,38,11,24.1,101.74,Mostly Cloudy
5/30/2012 2:00,12.8,9.4,38,7,24.1,101.94,Mainly Clear
5/30/2012 20:00,11.4,10.9,38,4,25,102.62,Clear
5/30/2012 21:00,-9.3,-10.4,39,9,4,100.46,"Snow,Fog"
5/30/2012 22:00,16.4,11.4,41,6,24.1,101.66,Rain Showers
5/30/2012 23:00,15.2,8.8,41,17,24.1,103.09,Mostly Cloudy
5/30/2012 3:00,10.4,-1.5,41,4,48.3,99.9,Mostly Cloudy
5/30/2012 4:00,8.7,0.1,44,20,48.3,102.34,Mostly Cloudy
5/30/2012 5:00,20.8,18.1,44,9,25,100.25,Cloudy
5/30/2012 6:00,28.7,18.3,45,15,24.1,100.65,Cloudy
5/30/2012 7:00,20.7,15,45,13,24.1,101.23,Mostly Cloudy
5/30/2012 8:00,6.1,-11.4,46,19,48.3,101.85,Clear
5/30/2012 9:00,-12.9,-19.1,46,22,25,102.45,Snow Showers
5/31/2012 0:00,7.8,5.1,46,24,11.3,98.98,Rain
5/31/2012 1:00,24.5,7.7,47,24,48.3,101,Mainly Clear
5/31/2012 10:00,9.5,4.1,47,15,25,101.12,Clear
5/31/2012 11:00,19.6,10.3,48,7,25,101.7,Clear
5/31/2012 12:00,21.1,11.7,48,9,25,101.72,Mainly Clear
5/31/2012 13:00,13.1,7.2,48,9,48.3,101.86,Mostly Cloudy
5/31/2012 14:00,1.1,-6,48,19,24.1,99.51,Snow Showers
5/31/2012 15:00,25.6,17.8,49,15,24.1,100.59,Mainly Clear
5/31/2012 16:00,-3.6,-10.3,49,13,25,101.01,Clear
5/31/2012 17:00,-4.8,-8.1,50,7,25,101.91,Cloudy
5/31/2012 18:00,25.4,11.7,51,13,24.1,101.07,Mostly Cloudy
5/31/2012 19:00,16.7,11.3,51,22,48.3,101.48,Mostly Cloudy
5/31/2012 2:00,-0.6,-4.6,51,32,25,102.16,Mostly Cloudy
5/31/2012 20:00,16.7,9.4,52,13,25,99.65,Rain Showers
5/31/2012 21:00,23.1,15.6,52,13,48.3,101,Mainly Clear
5/31/2012 22:00,11.8,11.6,52,4,2.4,101.1,Fog
5/31/2012 23:00,11.4,11.4,53,15,1.6,101.92,Fog
5/31/2012 3:00,3,-1,53,15,25,100.47,Cloudy
5/31/2012 4:00,-8.2,-13.3,53,11,24.1,100.56,Mainly Clear
5/31/2012 5:00,20.6,15.9,54,9,25,101.64,Mainly Clear
5/31/2012 6:00,13.8,12.9,54,19,12.9,103.22,Rain
5/31/2012 7:00,0.7,-2.3,54,22,25,99.29,Cloudy
5/31/2012 8:00,-13,-16.6,54,9,25,100.13,Mainly Clear
5/31/2012 9:00,-16.1,-23.6,55,0,25,101.01,Cloudy
6/13/2012 0:00,-6.3,-12.8,55,15,48.3,101.54,Mostly Cloudy
6/13/2012 1:00,7.2,4.5,55,7,25,102.16,Clear
6/13/2012 10:00,-2.9,-4.9,56,26,2.8,101.61,Freezing Rain
6/13/2012 11:00,17.4,15,56,17,24.1,101.92,Mostly Cloudy
6/13/2012 12:00,1.3,-0.4,57,7,24.1,102.45,Cloudy
6/13/2012 13:00,19.1,6.6,57,7,48.3,100.34,Mostly Cloudy
6/13/2012 14:00,20.1,15.6,57,13,25,101.08,Clear
6/13/2012 15:00,26.4,18.1,58,13,24.1,102.1,Mainly Clear
6/13/2012 16:00,7.7,-1.2,58,9,25,102.28,Clear
6/13/2012 17:00,15,9.1,58,17,24.1,102.43,Cloudy
6/13/2012 18:00,29.8,12.5,58,24,48.3,99.82,Mainly Clear
6/13/2012 19:00,-18.6,-22.8,58,6,12.9,101.05,Mainly Clear
6/13/2012 2:00,2.6,-2,59,22,24.1,102.08,Rain Showers
6/13/2012 20:00,1.2,-1,59,15,12.9,98.07,Rain
6/13/2012 21:00,-2.3,-18.4,59,24,25,101.24,Clear
6/13/2012 22:00,15.3,14,59,6,24.1,101.49,Mainly Clear
6/13/2012 23:00,2.5,-2.4,61,11,25,101.89,Mostly Cloudy
6/13/2012 3:00,0.1,-17.3,61,24,48.3,99.72,Clear
6/13/2012 4:00,25.4,18.1,61,24,48.3,100.33,Mostly Cloudy
6/13/2012 5:00,1.7,-0.7,61,52,25,100.6,"Rain,Snow"
6/13/2012 6:00,3.3,-1,61,28,24.1,100.65,Cloudy
6/13/2012 7:00,-0.3,-3.5,62,20,24.1,102.56,Snow
6/13/2012 8:00,20.5,16.6,62,11,24.1,100.65,Mostly Cloudy
6/13/2012 9:00,2,-5.1,62,13,25,101.12,Cloudy
6/14/2012 0:00,20,18.8,63,9,25,101.93,Mostly Cloudy
6/14/2012 1:00,0.1,-6.9,63,0,25,98.6,Clear
6/14/2012 10:00,-6.9,-14.7,63,17,24.1,99.69,Cloudy
6/14/2012 11:00,18.6,3.6,63,26,48.3,99.75,Mostly Cloudy
6/14/2012 12:00,16.6,12.4,63,11,25,100.04,Clear
6/14/2012 13:00,11.2,5.5,63,20,25,100.33,Mostly Cloudy
6/14/2012 14:00,-1.1,-3.4,63,6,24.1,100.79,Mostly Cloudy
6/14/2012 15:00,5.7,1.8,63,15,24.1,101.35,Mostly Cloudy
6/14/2012 16:00,5.4,3.7,63,7,48.3,101.58,Mainly Clear
6/14/2012 17:00,0.6,0,64,24,1.2,101.72,Snow
6/14/2012 18:00,-5.7,-8.5,64,32,6.4,101.72,Snow
6/14/2012 19:00,24.3,17.2,65,0,24.1,99.66,Mostly Cloudy
6/14/2012 2:00,13.7,9.6,65,19,25,100.56,Mainly Clear
6/14/2012 20:00,-10.1,-13.2,65,15,24.1,100.73,Mostly Cloudy
6/14/2012 21:00,0.3,-0.5,66,20,3.2,100,"Drizzle,Fog"
6/14/2012 22:00,-18.5,-24.6,66,13,25,100.61,Mainly Clear
6/14/2012 23:00,7.2,-10.5,66,35,48.3,100.87,Mainly Clear
6/14/2012 3:00,7.3,-0.5,66,13,25,101.71,Mainly Clear
6/14/2012 4:00,-2.9,-7.4,66,20,25,102.49,Mainly Clear
6/14/2012 5:00,11,8,67,20,19.3,100.8,Rain
6/14/2012 6:00,2.6,-2.3,67,4,48.3,101.1,Mainly Clear
6/14/2012 7:00,3,-1.6,67,17,25,99.14,Cloudy
6/14/2012 8:00,15.3,13.8,68,13,12.9,100.75,Mainly Clear
6/14/2012 9:00,17.8,13.8,68,22,25,102.54,Cloudy
6/15/2012 0:00,20.1,9,68,9,24.1,99.08,Mainly Clear
6/15/2012 1:00,9.6,6.9,69,9,48.3,100.81,Clear
6/15/2012 10:00,-14,-21.8,69,9,25,100.85,Cloudy
6/15/2012 11:00,12.9,8.3,69,30,25,101.49,Mostly Cloudy
6/15/2012 12:00,20.4,18.6,70,6,19.3,101.11,Rain Showers
6/15/2012 13:00,-5.4,-14.4,70,9,25,101.14,Mostly Cloudy
6/15/2012 14:00,19,14.4,70,0,24.1,101.48,Mostly Cloudy
6/15/2012 15:00,24.7,16.4,70,15,24.1,100.88,Mainly Clear
6/15/2012 16:00,-3.9,-9.7,71,15,25,101.62,Cloudy
6/15/2012 17:00,6.9,5.6,71,0,25,101.94,Clear
6/15/2012 18:00,17.5,14.6,71,11,48.3,100.41,Mainly Clear
6/15/2012 19:00,9.4,1.2,71,11,48.3,100.73,Mainly Clear
6/15/2012 2:00,11.4,5.5,72,15,25,100.87,Clear
6/15/2012 20:00,25.6,18.4,72,11,19.3,101.34,Rain Showers
6/15/2012 21:00,15.4,12.3,72,20,24.1,101.6,Mostly Cloudy
6/15/2012 22:00,11.8,-0.5,73,7,48.3,101.02,Mainly Clear
6/15/2012 23:00,0.5,-1.1,73,9,8,101.24,Fog
6/15/2012 3:00,-5.4,-7.8,73,22,16.1,99.88,Cloudy
6/15/2012 4:00,9.5,6.2,73,15,24.1,100.48,Rain Showers
6/15/2012 5:00,2.3,-3.7,74,22,25,100.83,Mostly Cloudy
6/15/2012 6:00,9.9,6.8,74,11,25,101.13,Cloudy
6/15/2012 7:00,28,19.4,74,19,24.1,101.18,Mostly Cloudy
6/15/2012 8:00,4.4,-7.2,74,9,25,101.38,Clear
6/15/2012 9:00,-1,-3.3,74,0,48.3,102.01,Mostly Cloudy
6/16/2012 0:00,6.4,2.9,74,9,25,102.42,Rain Showers
6/16/2012 1:00,-8.5,-11.3,74,30,25,98.36,Cloudy
